contin_Number,EM_series,pre,post,type,sections,partner_Number,post1,post2,post3,post4
397,N2Y,R3BR,EF3,chemical,1,1,EF3,,,
398,N2Y,R3BR,"PVX,R5BR,EF3,AVHR",chemical,7,4,PVX,R5BR,EF3,AN1b
399,N2Y,R3BR,"EF3,PVX,PVNL",chemical,11,3,EF3,PVX,PVNL,
400,N2Y,PVNL,"PVX,PVNL,EF3",chemical,1,3,PVX,PVNL,EF3,
401,N2Y,R3BR,"PVNL,EF3",chemical,3,2,PVNL,EF3,,
402,N2Y,R3BR,PHCL,chemical,2,1,PHCL,,,
403,N2Y,R3BR,PGA,chemical,2,1,PGA,,,
404,N2Y,R3BR,PGA,chemical,1,1,PGA,,,
405,N2Y,R3BR,PVX,chemical,2,1,PVX,,,
406,N2Y,R3BR,"PGA,unk2581[EFn]",chemical,1,2,PGA,unk2581[EFn],,
407,N2Y,R3BR,PHDL,chemical,3,1,PHSONL,,,
408,N2Y,R3BR,"DX3,R9AL",chemical,4,2,DX3,R9AL,,
409,N2Y,R3BR,PVV,chemical,1,1,PVV,,,
410,N2Y,R3BR,CP09,chemical,3,1,CP09,,,
411,N2Y,R3BR,PHBL,chemical,1,1,PHBL,,,
412,N2Y,R3BR,"DX3,EF3",chemical,1,2,DX3,EF3,,
413,N2Y,R3BR,PHAL,chemical,1,1,PHAL,,,
414,N2Y,R3BR,EF3,chemical,1,1,EF3,,,
415,N2Y,R3BR,"PHBL,EF3",chemical,3,2,PHBL,EF3,,
416,N2Y,PHBL,"EF3,R3BR",chemical,4,2,EF3,R3BR,,
417,N2Y,R3BR,EF3,chemical,1,1,EF3,,,
418,N2Y,R3BR,EF3,chemical,6,1,EF3,,,
419,N2Y,R3BR,"EF3,AVFR",chemical,3,2,EF3,AN3b,,
420,N2Y,R3BR,"EF3,PHAL",chemical,11,2,EF3,PHAL,,
421,N2Y,PHAL,"R3BR,PVCL",chemical,4,2,R3BR,PVCL,,
422,N2Y,R3BR,"unk2581[EFn],DX3,R9AL",chemical,3,3,unk2581[EFn],DX3,R9AL,
423,N2Y,R2BL,"[R7BL],R7BL,R6AL",chemical,11,3,[R7BL],R7BL,R6AL,
425,N2Y,R2BL,R4BL,chemical,1,1,R4BL,,,
426,N2Y,R2BL,"PVY,EF3,R4BL",chemical,7,3,PVY,EF3,R4BL,
424,N2Y,R2BL,"R4AL,R6AL,R7BL",chemical,16,3,R4AL,R6AL,R7BL,
428,N2Y,[R4AL],"R2BL,R4AL",chemical,1,2,R2BL,R4AL,,
429,N2Y,R2BL,"R4BL,EF1,EF3",chemical,3,3,R4BL,EF1,EF3,
430,N2Y,R2BL,"PVY,EF3",chemical,2,2,PVY,EF3,,
431,N2Y,R2BL,"R9BR,AVKR",chemical,2,2,R9BR,AVKR,,
432,N2Y,R2BL,"EF3,R4BL,unk3069[CAn]",chemical,2,3,EF3,R4BL,unk3069[CAn],
433,N2Y,R4BL,"R2BL,R2BR",chemical,1,2,R2BL,R2BR,,
434,N2Y,R8BL,"EF3,R2BL",chemical,1,2,EF3,R2BL,,
435,N2Y,R2BL,"R8AL,PHCL",chemical,3,2,R8AL,PHCL,,
436,N2Y,R2BL,"EF1,PHCL,R2BL",chemical,7,3,EF1,PHCL,R2BL,
437,N2Y,R2BL,"PVX,R8AL",chemical,6,2,PVX,R8AL,,
438,N2Y,R2BL,"EF3,R4BR",chemical,2,2,EF3,R4BR,,
439,N2Y,R2BL,R4BR,chemical,1,1,R4BR,,,
440,N2Y,R2BL,"R8AL,PHCL",chemical,3,2,R8AL,PHCL,,
441,N2Y,R1AL,R3AL,chemical,2,1,R3AL,,,
442,N2Y,R1AL,R3AL,chemical,2,1,R3AL,,,
443,N2Y,R1AL,R3AL,chemical,2,1,R3AL,,,
444,N2Y,R1AL,R3AL,chemical,3,1,R3AL,,,
445,N2Y,R1AL,R3AL,chemical,2,1,R3AL,,,
447,N2Y,R1AL,R3AL,chemical,1,1,R3AL,,,
448,N2Y,R3AL,R1AL,chemical,2,1,R1AL,,,
449,N2Y,R3AL,R1AL,chemical,1,1,R1AL,,,
450,N2Y,PHCL,"R1AL,[CP03]",chemical,1,2,R1AL,[CP03],,
451,N2Y,R3AL,R1AL,chemical,4,1,R1AL,,,
452,N2Y,PHCL,"R2BL,[CP03],R4BR,R1AL",chemical,5,4,R2BL,[CP03],R4BR,R1AL
453,N2Y,R1AL,R3AL,chemical,3,1,R3AL,,,
454,N2Y,PHCL,"R2BL,PCBL",chemical,2,2,R2BL,PCBL,,
455,N2Y,R4BR,R2BL,chemical,2,1,R2BL,,,
456,N2Y,SPCL,R2BL,chemical,1,1,R2BL,,,
457,N2Y,PHCL,R2BL,chemical,1,1,R2BL,,,
458,N2Y,R1AL,R3AR,chemical,2,1,R3AR,,,
459,N2Y,R1AL,R3AL,chemical,2,1,R3AL,,,
460,N2Y,R1AL,R3AR,chemical,1,1,R3AR,,,
461,N2Y,R1AL,R3AL,chemical,2,1,R3AL,,,
462,N2Y,R1AL,R3AL,chemical,3,1,R3AL,,,
463,N2Y,R2BL,"PHCL,[CP03]",chemical,3,2,PHCL,[CP03],,
464,N2Y,R3AL,R1AL,chemical,4,1,R1AL,,,
465,N2Y,R3AR,R1AL,chemical,3,1,R1AL,,,
466,N2Y,R1AL,R3AL,chemical,1,1,R3AL,,,
467,N2Y,R1AL,R3AL,chemical,4,1,R3AL,,,
468,N2Y,R3AR,R1AL,chemical,2,1,R1AL,,,
469,N2Y,R2BL,"PHCL,[CP03],PVY",chemical,4,3,PHCL,[CP03],PVY,
470,N2Y,R2BL,PVY,chemical,3,1,PVY,,,
471,N2Y,R1AL,R3AL,chemical,1,1,R3AL,,,
472,N2Y,R1AL,"R3AL,R3AR",chemical,3,2,R3AL,R3AR,,
473,N2Y,R3AR,R1AL,chemical,1,1,R1AL,,,
474,N2Y,R3AL,R1AL,chemical,1,1,R1AL,,,
475,N2Y,R2BL,hyp,chemical,1,1,hyp,,,
476,N2Y,R3AL,DD06,chemical,1,1,DD06,,,
477,N2Y,R3AL,R1AL,chemical,2,1,R1AL,,,
478,N2Y,R3AL,R1AL,chemical,1,1,R1AL,,,
479,N2Y,R2BL,PHCL,chemical,9,1,PHCL,,,
480,N2Y,R2BL,unk4133,chemical,2,1,unk4133,,,
481,N2Y,R2BL,"PHCL,PVY,[CP03],unk4133",chemical,4,4,PHCL,PVY,[CP03],unk4133
482,N2Y,R2BL,"PHCL,[CP03],unk4133",chemical,3,3,PHCL,[CP03],unk4133,
483,N2Y,R2BL,"PHCL,[CP03]",chemical,1,2,PHCL,[CP03],,
484,N2Y,R2BL,PHCL,chemical,11,1,PHCL,,,
485,N2Y,R3AL,R3AR,chemical,1,1,R3AR,,,
486,N2Y,R3AL,R1AL,chemical,1,1,R1AL,,,
487,N2Y,R1AL,R3AR,chemical,1,1,R3AR,,,
488,N2Y,R3AL,R1AL,chemical,1,1,R1AL,,,
489,N2Y,R3AL,R1AL,chemical,1,1,R1AL,,,
490,N2Y,R3AL,R1AL,chemical,2,1,R1AL,,,
491,N2Y,R3AL,R1AL,chemical,2,1,R1AL,,,
492,N2Y,R3AL,R1AL,chemical,1,1,R1AL,,,
493,N2Y,R1AL,PHCL,chemical,1,1,PHCL,,,
494,N2Y,R1AL,R3AL,chemical,1,1,R3AL,,,
495,N2Y,R3AL,R3AR,chemical,1,1,R3AR,,,
496,N2Y,R4AR,"R4AR,R3AL",chemical,1,2,R4AR,R3AL,,
497,N2Y,R3AR,R3AL,chemical,1,1,R3AL,,,
498,N2Y,PVV,"PVCL,AVFR,R3AL",chemical,2,3,PVCL,AN3b,R3AL,
499,N2Y,R2BL,"R2BL,PHCL",chemical,3,2,R2BL,PHCL,,
500,N2Y,R2BL,"PHCL,R2BL",chemical,2,2,PHCL,R2BL,,
502,N2Y,R2BL,"PHCL,R2BL",chemical,2,2,PHCL,R2BL,,
503,N2Y,R2BL,"R2BL,PHCL",chemical,4,2,R2BL,PHCL,,
504,N2Y,R2BL,"PHCL,R2BL,SPCL",chemical,10,3,PHCL,R2BL,SPCL,
505,N2Y,R2BL,"PVY,SPDL",chemical,2,2,PVY,SPDL,,
506,N2Y,PHCL,R2BL,chemical,2,1,R2BL,,,
507,N2Y,PHCL,"R2BL,PHCL",chemical,2,2,R2BL,PHCL,,
508,N2Y,R2BL,"PHCL,[CP02],DVF",chemical,2,3,PHCL,[CP02],DVF,
509,N2Y,R2BL,"[CP02],PHCL",chemical,1,2,[CP02],PHCL,,
510,N2Y,R2BL,"R4BR,PHCR,R8BR",chemical,1,3,R4BR,PHCR,R8BR,
511,N2Y,R2BL,PHCL,chemical,3,1,PHCL,,,
512,N2Y,R2BL,"R8AL,PHCL",chemical,3,2,R8AL,PHCL,,
513,N2Y,HOB,"[CP02],R2BL,DVF",chemical,4,3,[CP02],R2BL,DVF,
514,N2Y,R8AL,"R2BL,PHCL",chemical,2,2,R2BL,PHCL,,
515,N2Y,R2BL,"R4BR,R2BL",chemical,2,2,R4BR,R2BL,,
516,N2Y,R2BL,"PHDL,R8BL",chemical,1,2,PHSONL,R8BL,,
517,N2Y,HOB,"[CP01],R2BL,obj13576",chemical,2,3,[CP01],R2BL,obj13576,
518,N2Y,R2BL,"PHCL,PHDL,R8BL,R8AL",chemical,5,4,PHCL,PHSONL,R8BL,R8AL
519,N2Y,R2BL,"[CP03],PVY",chemical,3,2,[CP03],PVY,,
521,N2Y,R2BL,"[CP03],PVY",chemical,1,2,[CP03],PVY,,
18787,N2Y,R2BL,"PHCL,R2BL",chemical,6,2,PHCL,R2BL,,
522,N2Y,R2BL,"[CP03],PCBL",chemical,1,2,[CP03],PCBL,,
523,N2Y,R2BL,"PCBL,R4BL,[CP03]",chemical,3,3,PCBL,R4BL,[CP03],
524,N2Y,R2BL,R8AL,chemical,2,1,R8AL,R8AL,,
525,N2Y,R2BL,"R8AL,PHCL",chemical,2,2,R8AL,PHCL,,
526,N2Y,R2BL,CP08,chemical,3,1,CP08,,,
527,N2Y,R2BL,"[CP01],PHCL",chemical,5,2,[CP01],PHCL,,
528,N2Y,PHCL,"R2BL,[CP01]",chemical,2,2,R2BL,[CP01],,
529,N2Y,R8BR,"R2BL,R8AL",chemical,2,2,R2BL,R8AL,,
530,N2Y,R2BL,EF3,chemical,1,1,EF3,,,
531,N2Y,R2BL,"EF3,PHDR",chemical,3,2,EF3,PHSONR,,
532,N2Y,R2BL,"EF3,PHDR",chemical,4,2,EF3,PHSONR,,
533,N2Y,R2BL,EF3,chemical,2,1,EF3,,,
534,N2Y,PHDR,"EF3,R2BL",chemical,2,2,EF3,R2BL,,
535,N2Y,PHDR,"R2BL,EF3,PVNL",chemical,4,3,R2BL,EF3,PVNL,
536,N2Y,R2BL,"PHDR,EF3,PVNL",chemical,5,3,PHSONR,EF3,PVNL,
537,N2Y,R2BL,EF3,chemical,2,1,EF3,,,
538,N2Y,R2BL,"PVNL,R9AL",chemical,3,2,PVNL,R9AL,,
540,N2Y,R9AL,"R2BL,PVY",chemical,4,2,R2BL,PVY,,
541,N2Y,R2BL,"PVX,R8AL,R9AL",chemical,2,3,PVX,R8AL,R9AL,
542,N2Y,R3AL,AVAL,chemical,2,1,AVAL,,,
543,N2Y,R3AL,"AVAL,AVAR",chemical,1,2,AVAL,AVAR,,
544,N2Y,R3AL,R3AR,chemical,6,1,R3AR,,,
545,N2Y,AVAL,"R3AL,DA09,VB06",chemical,4,3,R3AL,DA09,VB06,
546,N2Y,R5AL,R4AR,chemical,1,1,R4AR,,,
547,N2Y,R4AL,"R5AL,R4AR,R3BR",chemical,3,3,R5AL,R4AR,R3BR,
548,N2Y,R5BR,HOB,chemical,1,1,HOB,,,
549,N2Y,R5AL,[R4AL],chemical,1,1,[R4AL],,,
550,N2Y,R5AL,"PDB,PVV",chemical,3,2,PDB,PVV,,
551,N2Y,R5AL,"R4AL,PDC",chemical,2,2,R4AL,PDC,,
552,N2Y,R5AL,"R4AR,[R4AL]",chemical,6,2,R4AR,[R4AL],,
553,N2Y,R3AL,R5AL,chemical,6,1,R5AL,,,
554,N2Y,R5AR,R5AL,chemical,8,1,R5AL,,,
555,N2Y,[R4AL],"R4AR,R5AL",chemical,2,2,R4AR,R5AL,,
556,N2Y,R5AL,R4AR,chemical,2,1,R4AR,,,
557,N2Y,[R4AL],"R4AR,R5AL",chemical,2,2,R4AR,R5AL,,
558,N2Y,R5AL,"[R4AL],R4AR",chemical,2,2,[R4AL],R4AR,,
559,N2Y,R5AR,"R5AL,R3AR",chemical,1,2,R5AL,R3AR,,
560,N2Y,R5AL,R5AR,chemical,3,1,R5AR,,,
561,N2Y,R4AL,"R4AR,R5AR",chemical,2,2,R4AR,R5AR,,
562,N2Y,R5AR,R4AR,chemical,2,1,R4AR,,,
563,N2Y,R9BR,CP08,chemical,1,1,CP08,,,
564,N2Y,R4AR,"[R4AL],R5AR",chemical,2,2,[R4AL],R5AR,,
566,N2Y,R5AR,"[R4AL],R4AR",chemical,7,2,[R4AL],R4AR,,
567,N2Y,R4AR,"[R4AL],R5AR",chemical,2,2,[R4AL],R5AR,,
568,N2Y,R5AR,R5AL,chemical,3,1,R5AL,,,
569,N2Y,R5AR,"[R4AL],R4AL",chemical,1,2,[R4AL],R4AL,,
570,N2Y,[R4AL],"R3AR,R5AR",chemical,1,2,R3AR,R5AR,,
571,N2Y,[R4AL],"R3AR,R5AR",chemical,1,2,R3AR,R5AR,,
572,N2Y,R5AR,R3AR,chemical,1,1,R3AR,,,
573,N2Y,R5AR,"R4AR,R3AL",chemical,1,2,R4AR,R3AL,,
574,N2Y,R5AR,R3AL,chemical,1,1,R3AL,,,
575,N2Y,R3AR,"R5AR,R3AL",chemical,2,2,R5AR,R3AL,,
576,N2Y,R4AL,"R5AL,R4AR",chemical,1,2,R5AL,R4AR,,
577,N2Y,R5AR,"R4AR,PDC",chemical,1,2,R4AR,PDC,,
578,N2Y,R5AR,"[R4AL],R4AR",chemical,3,2,[R4AL],R4AR,,
579,N2Y,[R4AL],"R4AR,R5AR",chemical,4,2,R4AR,R5AR,,
580,N2Y,[R4AL],"R5AR,R4AR",chemical,2,2,R5AR,R4AR,,
581,N2Y,R5AR,PDC,chemical,2,1,PDC,,,
582,N2Y,R5AR,PVV,chemical,1,1,PVV,,,
583,N2Y,R5AR,CP07,chemical,2,1,CP07,,,
584,N2Y,R6AR,"PVV,R5AR",chemical,4,2,PVV,R5AR,,
585,N2Y,R5AR,"AVKL,PDC",chemical,3,2,AVKL,PDC,,
586,N2Y,R5AR,"PDB,VD12",chemical,1,2,PDB,VD12,,
587,N2Y,R5BR,"R1BR,R3BR,PVV",chemical,3,3,R1BR,R3BR,PVV,
588,N2Y,R5BR,"R1BR,PVV",chemical,4,2,R1BR,PVV,,
589,N2Y,R1BR,"R5BR,EF3",chemical,5,2,R5BR,EF3,,
590,N2Y,R5BR,"PVV,AVFR",chemical,4,2,PVV,AN3b,,
591,N2Y,R3BR,"DB07,AVAL",chemical,2,2,DB07,AVAL,,
592,N2Y,R5BR,"R7BR,R3BR",chemical,1,2,R7BR,R3BR,,
593,N2Y,R8AL,"EF3,EF2",chemical,1,2,EF3,EF2,,
594,N2Y,PVNR,EF3,chemical,3,1,EF3,,,
595,N2Y,R1BR,"AVFL,EF3",chemical,5,2,AN3a,EF3,,
596,N2Y,R6BR,EF3,chemical,2,1,EF3,,,
597,N2Y,AVFR,"R3BL,R5BR",chemical,6,2,R3BL,R5BR,,
598,N2Y,R5BR,"LUAL,AS11,AVFR",chemical,2,3,LUAL,AS11,AN3b,
599,N2Y,R5BR,R7BR,chemical,2,1,R7BR,,,
600,N2Y,R5BR,"PDC,R1BR",chemical,2,2,PDC,R1BR,,
601,N2Y,R5BR,"PDC,R1BR,R7BR",chemical,7,3,PDC,R1BR,R7BR,
602,N2Y,R5BR,PVV,chemical,5,1,PVV,PVV,,
603,N2Y,R5BR,"PVV,hyp",chemical,10,2,PVV,hyp,,
604,N2Y,R5BR,PVV,chemical,2,1,PVV,,,
605,N2Y,R9BR,"R5BR,EF2",chemical,11,2,R5BR,EF2,,
606,N2Y,R5BR,"R9BR,PVV,R7BR",chemical,4,3,R9BR,PVV,R7BR,
607,N2Y,R5BR,"R7BR,PVV",chemical,3,2,R7BR,PVV,,
608,N2Y,R5BR,R7BR,chemical,3,1,R7BR,R7BR,,
609,N2Y,R7BR,"R7BR,R5BR",chemical,2,2,R7BR,R5BR,,
610,N2Y,R5BR,"AVFL,AVG",chemical,2,2,AN3a,AVG,,
611,N2Y,EF2,"R6BR,R5BR",chemical,2,2,R6BR,R5BR,,
612,N2Y,R5BR,"AVFL,AVG",chemical,3,2,AN3a,AVG,,
613,N2Y,EF2,"R6BR,R5BR",chemical,2,2,R6BR,R5BR,,
614,N2Y,R5BR,"R7BR,EF2,PVNR",chemical,3,3,R7BR,EF2,PVNR,
615,N2Y,unknown100,"AVFL,EF3,EF2",chemical,3,3,AN3a,EF3,EF2,
616,N2Y,unknown100,"AVFL,EF3",chemical,1,2,AN3a,EF3,,
617,N2Y,R3BR,"EF3,EF2",chemical,4,2,EF3,EF2,,
618,N2Y,unknown100,"R6BR,EF3",chemical,1,2,R6BR,EF3,,
619,N2Y,AVFR,"unk807[RnBR],R5BR,PVCL",chemical,7,3,unk807[RnBR],R5BR,PVCL,
620,N2Y,R7AR,"R5BR,PHCL,PHDL",chemical,2,3,R5BR,PHCL,PHSONL,
621,N2Y,R5BR,"AVFR,PHAL",chemical,1,2,AN3b,PHAL,,
622,N2Y,R5BR,PVCL,chemical,2,1,PVCL,,,
623,N2Y,unk807[RnBR],"R5BR,PVCL",chemical,2,2,R5BR,PVCL,,
624,N2Y,unk807[RnBR],"R5BR,PVCL,LUAL",chemical,4,3,R5BR,PVCL,LUAL,
625,N2Y,frag1067[RnBL],"R5BR,PVCL,AVFR",chemical,3,3,R5BR,PVCL,AN3b,
626,N2Y,R5BR,"frag1067[RnBL],AVFR,PVCL",chemical,4,3,frag1067[RnBL],AN3b,PVCL,
627,N2Y,AVFR,"R5BR,frag1067[RnBL],PVCL",chemical,5,3,R5BR,frag1067[RnBL],PVCL,
628,N2Y,R5BR,"PVCL,AVFR",chemical,4,2,PVCL,AN3b,,
629,N2Y,R5BR,"PVCL,AVFR",chemical,2,2,PVCL,AN3b,,
630,N2Y,AVFR,"PQR,PVCL,R5BR",chemical,10,3,PQR,PVCL,R5BR,
631,N2Y,R5BR,"[R7BL],R3BR",chemical,1,2,[R7BL],R3BR,,
632,N2Y,R5BR,"AVFR,[R7BL]",chemical,2,2,AN3b,[R7BL],,
633,N2Y,AVFR,"R3BL,R5BR,[R7BL]",chemical,2,3,R3BL,R5BR,[R7BL],
634,N2Y,EF2,"R5BR,AVFR",chemical,1,2,R5BR,AN3b,,
635,N2Y,R5BR,"PVV,AVFR",chemical,3,2,PVV,AN3b,,
636,N2Y,R5BR,"R7BR,EF2",chemical,1,2,R7BR,EF2,,
637,N2Y,R5BR,"PVV,PVY,PVNR",chemical,5,3,PVV,PVY,PVNR,
638,N2Y,R7BR,R5BR,chemical,1,1,R5BR,,,
639,N2Y,R7BR,"[R7BL],R5BR",chemical,2,2,[R7BL],R5BR,,
640,N2Y,R7BR,R5BR,chemical,1,1,R5BR,,,
643,N2Y,[R7BL],"EF3,R5BR",chemical,3,2,EF3,R5BR,,
645,N2Y,R5BR,"EF3,R7BR",chemical,3,2,EF3,R7BR,,
646,N2Y,R7BR,"EF3,R5BR",chemical,4,2,EF3,R5BR,,
647,N2Y,PDB,"PVNL,R5BR,EF3",chemical,5,3,PVNL,R5BR,EF3,
648,N2Y,R5BR,"PHAL,R7BR",chemical,3,2,PHAL,R7BR,,
649,N2Y,AVFL,"VA12,R5BR",chemical,9,2,VA12,R5BR,,
651,N2Y,AVFL,"R5BR,R9AR,R3BR",chemical,1,3,R5BR,R9AR,R3BR,
652,N2Y,R5BR,R9AR,chemical,2,1,R9AR,,,
653,N2Y,R3BL,"PVNR,EF3",chemical,6,2,PVNR,EF3,,
654,N2Y,R6BL,"EF3,R3BL",chemical,6,2,EF3,R3BL,,
655,N2Y,R6BR,"R1BR,EF3",chemical,8,2,R1BR,EF3,,
656,N2Y,R1BR,"EF3,R6BR",chemical,4,2,EF3,R6BR,,
657,N2Y,R3BR,"EF3,EF2",chemical,7,2,EF3,EF2,,
658,N2Y,R3BR,EF3,chemical,5,1,EF3,,,
659,N2Y,R3BR,EF3,chemical,3,1,EF3,,,
660,N2Y,PVNR,"R7BR,EF3",chemical,7,2,R7BR,EF3,,
661,N2Y,R6BL,EF3,chemical,7,1,EF3,,,
662,N2Y,PDB,EF3,chemical,4,1,EF3,,,
663,N2Y,PQR,EF3,chemical,4,1,EF3,,,
664,N2Y,R6BL,EF3,chemical,3,1,EF3,,,
665,N2Y,PQR,EF3,chemical,5,1,EF3,,,
666,N2Y,R6BL,EF3,chemical,5,1,EF3,,,
667,N2Y,R6BL,R5BR,chemical,1,1,R5BR,,,
668,N2Y,R3BR,"PVNL,EF3",chemical,4,2,PVNL,EF3,,
669,N2Y,R6BL,"[R7BL],EF3",chemical,3,2,[R7BL],EF3,,
670,N2Y,R6BL,EF3,chemical,3,1,EF3,,,
672,N2Y,unk228[EFn],"AVFR,EF3",chemical,1,2,AN3b,EF3,,
673,N2Y,unk228[EFn],R3BL,chemical,1,1,R3BL,,,
674,N2Y,PQR,EF3,chemical,2,1,EF3,,,
675,N2Y,R3BR,EF3,chemical,1,1,EF3,,,
676,N2Y,R3BR,"EF3,PVNL,unk228[EFn]",chemical,8,3,EF3,PVNL,unk228[EFn],
677,N2Y,R7BL,"R4BL,R5BL",chemical,4,2,R4BL,R5BL,,
678,N2Y,R8BR,"R9BL,EF1",chemical,7,2,R9BL,EF1,,
679,N2Y,R8BR,EF1,chemical,6,1,EF1,,,
680,N2Y,R8BR,EF1,chemical,2,1,EF1,,,
681,N2Y,PHAR,"R9BL,PVCR",chemical,3,2,R9BL,PVCR,,
682,N2Y,R9BL,AVFL,chemical,6,1,AN3a,,,
683,N2Y,PHAR,"R9BL,PVZ",chemical,2,2,R9BL,PVZ,,
684,N2Y,R9BL,"EF1,R9BR",chemical,8,2,EF1,R9BR,,
685,N2Y,R9BL,"PVNL,PQR",chemical,6,2,PVNL,PQR,,
686,N2Y,PHBR,"R9BL,EF1",chemical,1,2,R9BL,EF1,,
687,N2Y,R9BL,"EF1,PHBR",chemical,2,2,EF1,PHBR,,
688,N2Y,R6BR,R9BL,chemical,2,1,R9BL,R9BL,,
689,N2Y,R9BL,EF1,chemical,4,1,EF1,,,
690,N2Y,R6BR,R9BL,chemical,6,1,R9BL,,,
691,N2Y,PHBR,"R9BL,EF2,EF1",chemical,3,3,R9BL,EF2,EF1,
692,N2Y,R9BL,"EF2,EF1,PHBR",chemical,2,3,EF2,EF1,PHBR,
693,N2Y,PHAR,"R9BL,EF1,PVZ",chemical,24,3,R9BL,EF1,PVZ,
694,N2Y,EF1,R9BL,chemical,1,1,R9BL,,,
695,N2Y,R9BL,EF1,chemical,1,1,EF1,,,
696,N2Y,AVFL,"PVS,R1BR",chemical,2,2,PVS,R1BR,,
697,N2Y,R9BL,"PVR ,DB07",chemical,8,2,PVR ,DB07,,
698,N2Y,R9BR,"R9BL,EF2",chemical,2,2,R9BL,EF2,,
699,N2Y,R9BR,EF2,chemical,1,1,EF2,,,
701,N2Y,R6BR,"EF2,R9BL",chemical,3,2,EF2,R9BL,,
702,N2Y,R9BL,DB07,chemical,1,1,DB07,,,
703,N2Y,R9BL,"R7BR,DB07,R9BR",chemical,6,3,R7BR,DB07,R9BR,
704,N2Y,R9BL,"EF2,R9BR",chemical,8,2,EF2,R9BR,,
705,N2Y,R9BR,"DB07,R9BL",chemical,10,2,DB07,R9BL,,
707,N2Y,R9BL,"DB07,R9BR",chemical,3,2,DB07,R9BR,,
708,N2Y,R6BR,"R9BL,EF2",chemical,5,2,R9BL,EF2,,
709,N2Y,R9BL,"R4BR,EF1",chemical,2,2,R4BR,EF1,,
710,N2Y,R4BR,"EF1,R9BL",chemical,2,2,EF1,R9BL,,
711,N2Y,R4BL,"R9BL,EF1",chemical,2,2,R9BL,EF1,,
712,N2Y,R9BL,EF2,chemical,8,1,EF2,,,
713,N2Y,R9BL,R9BL,chemical,3,1,R9BL,,,
714,N2Y,R9BL,"R6BR,EF2,R9BL",chemical,6,3,R6BR,EF2,R9BL,
715,N2Y,R9BL,"R9BL,EF2",chemical,3,2,R9BL,EF2,,
716,N2Y,R9BL,"R7BR,EF2",chemical,8,2,R7BR,EF2,,
717,N2Y,R9BL,"R7BR,EF2",chemical,5,2,R7BR,EF2,,
718,N2Y,R1BR,R9BL,chemical,1,1,R9BL,,,
719,N2Y,R9BL,PDB,chemical,2,1,PDB,,,
720,N2Y,R9BL,EF3,chemical,1,1,EF3,,,
721,N2Y,R3AL,R1AL,chemical,1,1,R1AL,,,
722,N2Y,R6BR,"R9BL,EF1",chemical,7,2,R9BL,EF1,,
723,N2Y,R6BR,"R9BL,EF1",chemical,12,2,R9BL,EF1,,
724,N2Y,R9BL,"R9BL,EF1",chemical,1,2,R9BL,EF1,,
725,N2Y,R9BL,"DX2,EF1",chemical,1,2,DX2,EF1,,
726,N2Y,R9BR,"EF1,R9BL",chemical,2,2,EF1,R9BL,,
727,N2Y,R9BL,"EF2,EF1,PDB",chemical,9,3,EF2,EF1,PDB,
728,N2Y,R9BR,"EF1,EF2,PDB,R7AR",chemical,5,4,EF1,EF2,PDB,R7AR
729,N2Y,R9BR,"EF1,R9BL,EF2",chemical,1,3,EF1,R9BL,EF2,
730,N2Y,R9BL,R9BR,chemical,1,1,R9BR,,,
731,N2Y,PHBR,R9BL,chemical,2,1,R9BL,,,
732,N2Y,R6BR,"EF1,R9BL",chemical,3,2,EF1,R9BL,,
733,N2Y,R9BL,"R6BR,EF1",chemical,2,2,R6BR,EF1,,
734,N2Y,R6BR,"R9BL,EF2",chemical,1,2,R9BL,EF2,,
735,N2Y,R9BL,"R6BR,EF2,PHBR",chemical,4,3,R6BR,EF2,PHBR,
736,N2Y,PHBR,"R9BL,EF2",chemical,2,2,R9BL,EF2,,
737,N2Y,R6BR,"EF2,R9BL",chemical,8,2,EF2,R9BL,,
738,N2Y,AVFL,"PVY,R1BR",chemical,1,2,PVY,R1BR,,
739,N2Y,CP09,"EF2,PVV,R9BL",chemical,3,3,EF2,PVV,R9BL,
740,N2Y,R9BL,R6BR,chemical,1,1,R6BR,,,
741,N2Y,R9BL,"EF2,PHBR,R6BR",chemical,8,3,EF2,PHBR,R6BR,
742,N2Y,R9BL,"EF2,R6BR",chemical,2,2,EF2,R6BR,,
743,N2Y,PHBR,"R9BL,EF2",chemical,3,2,R9BL,EF2,,
745,N2Y,R9BL,"R6BR,EF2",chemical,2,2,R6BR,EF2,,
746,N2Y,R9BL,"R1BR,EF2",chemical,5,2,R1BR,EF2,,
747,N2Y,PHBR,"R9BL,EF2",chemical,2,2,R9BL,EF2,,
750,N2Y,R9BL,"EF2,R1BR",chemical,2,2,EF2,R1BR,,
751,N2Y,PHAR,"EF2,R9BL",chemical,3,2,EF2,R9BL,,
752,N2Y,R9BL,EF2,chemical,1,1,EF2,,,
753,N2Y,R8BL,"PHCL,R4BL",chemical,2,2,PHCL,R4BL,,
754,N2Y,R9BL,EF2,chemical,1,1,EF2,,,
755,N2Y,PHAR,"R9BL,EF2",chemical,20,2,R9BL,EF2,,
756,N2Y,R9BL,EF1,chemical,3,1,EF1,,,
757,N2Y,R9BL,"R6BR,EF2",chemical,1,2,R6BR,EF2,,
758,N2Y,R9BL,"R6BR,EF2",chemical,2,2,R6BR,EF2,,
759,N2Y,R6BR,"EF2,R9BL",chemical,2,2,EF2,R9BL,,
